Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Rk,salary,2026-27,2027-28,2028-29,2029-30,2030-31,Guaranteed,player_id,log_salary
Dereck Lively II,20.0,DAL,C,36.0,29.0,833.0,20.1,0.704,0.0,0.382,13.9,21.3,17.7,14.3,1.2,5.7,15.5,13.6,2.4,1.0,3.4,0.199,1.1,2.2,3.3,1.1,,257,5253360.0,7239131.0,,,,,12492491.0,livelde01,15.474378429855147
Ryan Rollins,22.0,MIL,PG,56.0,19.0,820.0,14.0,0.6,0.443,0.166,2.9,11.1,7.2,17.8,2.5,1.9,15.4,18.4,0.7,1.0,1.7,0.101,-1.4,0.9,-0.5,0.3,,286,4000000.0,4000000.0,4000000.0,,,,8000000.0,rolliry01,15.201804919084164
Marcus Sasser,24.0,DET,PG,57.0,1.0,811.0,14.0,0.589,0.514,0.172,2.5,6.9,4.7,22.9,2.2,0.5,14.5,19.4,1.0,0.8,1.8,0.108,-0.4,-0.2,-0.6,0.3,,324,2886720.0,5198983.0,,,,,8085703.0,sassema01,14.875631467450411
Steven Adams,31.0,HOU,C,58.0,3.0,794.0,16.6,0.541,0.012,0.557,21.8,22.0,21.9,10.9,1.3,3.2,20.6,13.6,1.0,1.3,2.3,0.137,0.0,0.3,0.3,0.5,,124,14130434.0,13000000.0,11869566.0,,,,39000000.0,adamsst01,16.463841468980245
Aaron Holiday,28.0,HOU,PG,62.0,3.0,792.0,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3,,386,2296274.0,,,,,,2296274.0,holidaa01,14.646798367280478
Karlo Matković,23.0,NOP,PF,42.0,7.0,791.0,15.6,0.639,0.281,0.187,8.5,20.4,14.2,8.6,1.3,5.0,14.5,15.9,1.0,0.6,1.6,0.096,-1.9,-0.2,-2.0,0.0,,430,1955377.0,2296271.0,,,,,1955377.0,matkoka01,14.486093571685258
Jaylin Williams,22.0,OKC,PF,47.0,9.0,784.0,16.4,0.594,0.692,0.136,6.7,28.7,17.9,19.0,1.3,3.7,13.0,14.6,1.5,1.7,3.3,0.199,1.5,2.7,4.3,1.2,,193,8450704.0,7774648.0,7774648.0,,,,16225352.0,willija07,15.949760309472438
Pelle Larsson,23.0,MIA,SG,55.0,8.0,782.0,10.2,0.546,0.468,0.3,4.0,9.0,6.5,11.6,2.0,0.9,9.5,14.4,0.6,0.8,1.4,0.086,-3.8,0.7,-3.1,-0.2,,442,1955377.0,2296271.0,,,,,,larsspe01,14.486093571685258
Cam Thomas,23.0,BRK,SG,25.0,23.0,781.0,18.0,0.575,0.43,0.333,2.1,10.4,6.0,22.9,1.0,0.3,10.6,32.6,0.8,0.4,1.2,0.071,2.8,-2.6,0.3,0.5,,239,6837779.0,,,,,,5993172.0,thomaca02,15.737973529267466
Gui Santos,22.0,GSW,PF,56.0,2.0,762.0,11.7,0.575,0.575,0.235,9.9,14.5,12.1,14.2,1.6,1.2,17.5,13.2,0.8,0.9,1.7,0.11,-2.2,0.5,-1.7,0.1,,406,2221677.0,,,,,,2221677.0,santogu01,14.61377287407881
Landry Shamet,27.0,NYK,SG,50.0,0.0,762.0,9.7,0.601,0.678,0.078,1.7,7.5,4.6,4.7,1.5,0.2,8.5,14.8,0.5,0.5,1.0,0.065,-1.9,-0.6,-2.4,-0.1,,377,2296274.0,,,,,,2296274.0,shamela01,14.646798367280478
Svi Mykhailiuk,27.0,UTA,SF,38.0,13.0,760.0,9.8,0.526,0.672,0.116,3.1,9.6,6.4,14.7,1.2,0.9,14.1,20.3,-0.2,0.1,-0.1,-0.009,-1.4,-2.1,-3.5,-0.3,,296,3675000.0,3850000.0,4025000.0,,,,,mykhasv01,15.117063690629074
Andre Drummond,31.0,PHI,C,40.0,23.0,751.0,16.0,0.535,0.085,0.385,15.8,31.6,23.4,6.8,2.6,2.4,16.7,19.1,0.2,1.0,1.2,0.078,-2.4,-0.8,-3.2,-0.2,,262,5000000.0,,,,,,5000000.0,drumman01,15.424948470398375
Jett Howard,21.0,ORL,SF,60.0,0.0,701.0,7.1,0.491,0.71,0.088,3.1,8.6,5.7,9.6,0.9,1.5,11.7,19.2,-0.6,0.8,0.1,0.01,-4.1,-1.2,-5.3,-0.6,,248,5529720.0,7337939.0,,,,,5529720.0,howarje01,15.525647739305237
Quinten Post,24.0,GSW,PF,42.0,14.0,686.0,14.2,0.595,0.653,0.099,5.3,18.3,11.6,12.2,1.1,2.5,10.3,19.6,0.8,0.9,1.7,0.116,0.1,0.0,0.1,0.4,,436,1955377.0,,,,,,1955377.0,postqu01,14.486093571685258
Marcus Smart,30.0,WAS,PG,15.0,1.0,280.0,14.0,0.563,0.468,0.321,1.5,9.3,5.4,20.9,2.7,1.0,13.2,21.5,0.1,0.2,0.3,0.046,-1.5,-0.5,-1.9,0.0,,120,19920855.0,5390700.0,,,,,14786855.0,smartma01,16.807277730886366
Jalen Pickett,25.0,DEN,SG,49.0,4.0,666.0,10.9,0.545,0.561,0.044,2.6,8.8,5.9,19.5,1.4,0.7,11.6,13.2,0.8,0.3,1.1,0.078,-0.8,-0.7,-1.5,0.1,,407,2221677.0,2406205.0,,,,,2221677.0,pickeja02,14.61377287407881
Kyle Lowry,38.0,PHI,PG,35.0,12.0,659.0,9.8,0.525,0.752,0.282,1.8,10.0,5.8,19.2,2.5,1.6,13.8,10.1,0.6,0.4,1.0,0.07,-2.8,1.5,-1.3,0.1,,375,2296274.0,,,,,,2296274.0,lowryky01,14.646798367280478
Reed Sheppard,20.0,HOU,PG,52.0,3.0,654.0,9.7,0.465,0.594,0.067,2.6,10.3,6.4,15.2,2.6,2.3,13.1,17.8,-0.3,1.0,0.8,0.055,-3.0,1.3,-1.7,0.1,,167,10603560.0,11108880.0,14041625.0,,,,21712440.0,sheppre01,16.176700351754228
Herbert Jones,26.0,NOP,SF,20.0,20.0,648.0,10.4,0.541,0.419,0.233,3.6,9.6,6.5,13.8,2.8,1.3,15.6,14.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3,,130,13937574.0,14898786.0,20858300.0,22526964.0,24195628.0,,72221624.0,joneshe01,16.450098916587557
Jericho Sims,26.0,MIL,C,14.0,0.0,210.0,10.2,0.68,0.0,0.0,10.8,23.9,17.6,6.6,0.5,4.0,32.4,7.7,0.1,0.3,0.4,0.097,-2.8,0.9,-1.9,0.0,,346,2461463.0,2801346.0,,,,,2461463.0,simsje01,14.716266446582551
Zeke Nnaji,24.0,DEN,PF,57.0,4.0,608.0,12.0,0.574,0.369,0.312,6.3,9.8,8.1,4.6,2.0,5.6,8.0,12.2,0.6,0.6,1.2,0.097,-2.1,0.7,-1.3,0.1,,200,8177778.0,7466667.0,7466667.0,,,,15644445.0,nnajize01,15.916931033536798
Ajay Mitchell,22.0,OKC,SG,36.0,1.0,597.0,12.0,0.587,0.326,0.19,3.3,8.8,6.1,13.8,2.0,0.7,12.7,16.2,0.6,0.9,1.5,0.122,-2.5,0.9,-1.6,0.1,,319,3000000.0,2850000.0,2850000.0,,,,3000000.0,mitchaj01,14.914122846632385
Jae'Sean Tate,29.0,HOU,SF,52.0,2.0,588.0,12.3,0.557,0.311,0.318,8.9,12.4,10.6,10.5,2.2,1.1,11.5,13.3,0.8,0.8,1.6,0.133,-2.1,1.4,-0.7,0.2,,387,2296274.0,,,,,,2296274.0,tateja01,14.646798367280478
Olivier-Maxence Prosper,22.0,DAL,PF,52.0,4.0,584.0,12.6,0.484,0.293,0.437,8.4,15.0,11.8,9.1,2.2,0.9,6.3,16.3,0.3,0.5,0.9,0.072,-1.6,-0.5,-2.1,0.0,,458,1002360.0,1002360.0,1002360.0,,,,3007080.0,prospol01,13.817867777537952
Jarred Vanderbilt,25.0,LAL,PF,36.0,2.0,581.0,13.2,0.537,0.264,0.298,13.6,21.5,17.6,9.4,3.0,1.6,17.5,12.5,0.5,0.9,1.4,0.114,-2.3,1.3,-1.0,0.2,,153,11571429.0,12428571.0,13285714.0,,,,24000000.0,vandeja01,16.264049600618435
Joel Embiid,30.0,PHI,C,19.0,19.0,574.0,23.4,0.58,0.244,0.537,6.8,24.5,15.3,25.6,1.2,3.1,13.7,34.2,0.9,0.5,1.4,0.118,3.7,-0.3,3.5,0.8,,2,55224526.0,58100000.0,62748000.0,67396000.0,,,176072526.0,embiijo01,17.826917724164357
Moritz Wagner,27.0,ORL,C,30.0,1.0,564.0,22.3,0.649,0.301,0.442,7.7,23.1,15.0,13.7,2.1,2.0,14.1,26.8,1.0,1.0,2.0,0.174,2.6,1.4,4.0,0.9,,263,5000000.0,,,,,,5000000.0,wagnemo01,15.424948470398375
Dwight Powell,33.0,DAL,C,55.0,3.0,551.0,12.9,0.713,0.082,0.705,9.5,13.7,11.7,12.5,1.6,3.3,18.4,7.6,1.2,0.5,1.7,0.147,-1.5,1.5,0.0,0.3,,287,4000000.0,,,,,,4000000.0,poweldw01,15.201804919084164
Mouhamed Gueye,22.0,ATL,PF,33.0,28.0,533.0,14.4,0.52,0.474,0.246,8.8,20.0,14.3,6.6,2.5,5.7,7.3,15.7,0.4,0.8,1.2,0.106,-1.6,1.0,-0.6,0.2,,416,2221677.0,2406205.0,,,,,,gueyemo02,14.61377287407881
Bismack Biyombo,32.0,SAS,C,28.0,26.0,528.0,12.2,0.576,0.0,0.219,8.7,23.4,16.0,7.9,1.5,3.9,17.8,12.3,0.2,0.6,0.8,0.071,-3.6,0.0,-3.6,-0.2,,365,2296274.0,,,,,,2296274.0,biyombi01,14.646798367280478
Jaylen Clark,23.0,MIN,SG,40.0,4.0,522.0,12.0,0.598,0.425,0.308,5.6,5.6,5.6,6.7,3.4,0.4,5.5,12.0,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2,,419,2191897.0,,,,,,2191897.0,clarkja02,14.600277936894928
Craig Porter Jr.,24.0,CLE,PG,51.0,1.0,513.0,13.1,0.61,0.343,0.229,4.1,9.9,7.1,17.7,1.6,2.6,19.8,15.9,0.5,0.6,1.1,0.102,0.1,1.0,1.1,0.4,,413,2221677.0,2406205.0,,,,,,portecr01,14.61377287407881
Keaton Wallace,25.0,ATL,PG,31.0,5.0,501.0,10.1,0.503,0.506,0.068,1.5,9.6,5.5,21.0,2.6,1.7,16.5,16.4,-0.1,0.5,0.4,0.034,-3.3,1.0,-2.3,0.0,,395,2296274.0,,,,,,2296274.0,wallake01,14.646798367280478
Brandon Williams,25.0,DAL,PG,33.0,3.0,487.0,18.3,0.634,0.319,0.351,2.7,10.1,6.5,23.2,2.4,0.9,15.2,22.6,0.9,0.4,1.3,0.129,1.0,-0.1,1.0,0.4,,399,2270735.0,,,,,,,willibr03,14.635614125595643
Grant Williams,26.0,CHO,PF,16.0,7.0,479.0,11.5,0.596,0.602,0.301,3.9,14.5,9.1,11.3,1.8,2.7,16.7,14.8,0.3,0.4,0.7,0.071,-2.3,0.7,-1.6,0.1,,135,13645500.0,14265750.0,,,,,27911250.0,willigr01,16.428920354912364
Collin Gillespie,25.0,PHO,PG,33.0,9.0,461.0,16.8,0.578,0.57,0.139,5.5,13.2,9.4,24.0,2.3,1.0,9.2,17.7,1.0,0.3,1.3,0.131,2.3,0.2,2.5,0.5,,374,2296274.0,,,,,,2296274.0,gilleco01,14.646798367280478
Rayan Rupert,20.0,POR,SG,52.0,0.0,460.0,8.1,0.499,0.415,0.211,6.0,10.6,8.2,7.6,1.7,0.8,16.2,16.8,-0.3,0.4,0.1,0.007,-4.1,-0.6,-4.7,-0.3,,403,2353647.0,,,,,,2221677.0,ruperra01,14.67147659803849
GG Jackson II,20.0,MEM,PF,29.0,3.0,459.0,9.3,0.482,0.477,0.201,6.3,14.8,10.6,8.2,1.2,1.0,12.5,21.7,-0.4,0.4,0.1,0.009,-3.3,-2.0,-5.3,-0.4,,405,2221677.0,2406205.0,,,,,2221677.0,jacksgg01,14.61377287407881
Jaylon Tyson,22.0,CLE,SG,47.0,3.0,453.0,11.1,0.523,0.389,0.161,9.1,13.7,11.5,12.4,1.4,0.6,14.0,17.4,0.3,0.5,0.8,0.083,-2.4,-0.2,-2.7,-0.1,,302,3492480.0,3658560.0,5641500.0,,,,7151040.0,tysonja01,15.06612264353995
Paul Reed,25.0,DET,C,45.0,0.0,438.0,18.6,0.573,0.197,0.296,10.2,20.8,15.6,14.0,4.3,5.4,13.9,18.0,0.6,1.0,1.6,0.173,-1.2,4.0,2.9,0.5,,256,5335894.0,5602689.0,,,,,5335894.0,reedpa01,15.489967001312817
Jordan Miller,25.0,LAC,SF,37.0,0.0,420.0,10.5,0.509,0.284,0.261,6.3,9.3,7.8,11.2,2.0,1.2,14.8,18.2,-0.1,0.5,0.4,0.049,-3.0,0.2,-2.8,-0.1,,470,712637.0,2497812.0,,,,,3210449.0,millejo02,13.476727453343132
Jordan Walsh,20.0,BOS,PF,52.0,1.0,403.0,6.9,0.464,0.663,0.145,6.2,12.4,9.3,6.0,1.5,2.5,16.1,11.5,-0.2,0.5,0.4,0.044,-4.4,0.5,-3.9,-0.2,,410,2221677.0,2406205.0,,,,,200000.0,walshjo01,14.61377287407881
Anthony Gill,32.0,WAS,PF,51.0,0.0,397.0,10.2,0.586,0.352,0.568,4.7,12.6,8.6,5.7,1.1,0.5,8.3,12.7,0.4,0.1,0.5,0.058,-3.0,-1.5,-4.5,-0.3,,361,2296274.0,,,,,,2296274.0,gillan01,14.646798367280478
Devin Carter,22.0,SAC,PG,36.0,0.0,396.0,10.8,0.471,0.48,0.346,5.4,16.2,10.8,13.5,2.6,1.0,11.0,17.9,-0.1,0.4,0.4,0.043,-3.5,0.3,-3.2,-0.1,,267,4923720.0,5158080.0,7370897.0,,,,10081800.0,cartede02,15.409574900331707
Jeff Green,38.0,HOU,PF,32.0,3.0,396.0,13.6,0.649,0.653,0.215,2.9,12.9,7.8,7.0,0.7,0.9,6.4,14.7,0.9,0.4,1.3,0.159,0.3,0.0,0.4,0.2,,385,2296274.0,,,,,,2296274.0,greenje02,14.646798367280478
Baylor Scheierman,24.0,BOS,SG,31.0,2.0,384.0,10.3,0.49,0.745,0.109,5.4,13.0,9.2,11.3,2.2,0.5,9.4,14.5,0.2,0.5,0.7,0.089,-2.5,0.8,-1.7,0.0,,340,2619000.0,2744040.0,4952993.0,,,,5363040.0,scheiba01,14.778303123489849
Johnny Furphy,20.0,IND,SG,50.0,0.0,379.0,9.8,0.506,0.543,0.239,6.8,14.0,10.4,6.2,2.3,2.6,10.6,13.0,0.1,0.5,0.5,0.07,-3.0,0.6,-2.5,0.0,,425,1955377.0,2296271.0,2486995.0,,,,4251648.0,furphjo01,14.486093571685258
Robert Williams,27.0,POR,C,20.0,3.0,351.0,18.9,0.679,0.038,0.218,10.5,26.3,18.2,8.6,1.8,8.5,16.6,12.2,0.6,0.7,1.3,0.175,-0.1,3.2,3.0,0.4,,139,13285713.0,,,,,,13285713.0,williro04,16.402199805288017
Doug McDermott,33.0,SAC,SF,42.0,3.0,342.0,9.5,0.617,0.863,0.043,1.0,6.2,3.6,2.8,0.6,0.6,4.8,15.7,0.4,0.1,0.4,0.061,-0.8,-2.4,-3.2,-0.1,,369,2296274.0,,,,,,2296274.0,mcderdo01,14.646798367280478
Terrence Shannon Jr.,24.0,MIN,SG,32.0,1.0,339.0,11.9,0.56,0.272,0.184,3.3,11.9,7.7,13.8,1.0,1.4,10.9,17.7,0.3,0.4,0.6,0.091,-2.1,0.0,-2.1,0.0,,336,2674080.0,2801640.0,5054159.0,,,,5475720.0,shannte01,14.799115953922753
Jevon Carter,29.0,CHI,PG,36.0,1.0,321.0,12.2,0.509,0.719,0.068,1.3,11.2,6.4,17.2,1.9,0.8,6.8,21.0,0.1,0.3,0.3,0.046,-1.0,-1.1,-2.1,0.0,,219,7680524.0,,,,,,6809524.0,carteje01,15.854198331963017
Tre Mann,23.0,CHO,PG,13.0,0.0,319.0,13.3,0.537,0.373,0.13,3.9,8.9,6.3,21.2,1.1,1.2,12.8,26.0,0.0,0.1,0.1,0.019,-0.6,-1.9,-2.4,0.0,,202,8000000.0,8000000.0,8000000.0,,,,16000000.0,manntr01,15.89495209964411
Jordan McLaughlin,28.0,SAS,PG,18.0,0.0,124.0,16.9,0.734,0.714,0.214,1.7,6.1,3.9,29.1,1.9,0.7,14.0,12.3,0.4,0.0,0.5,0.178,1.8,-0.5,1.3,0.1,,367,2296274.0,,,,,,2296274.0,mclaujo01,14.646798367280478
Matisse Thybulle,27.0,POR,SG,15.0,5.0,312.0,17.0,0.592,0.545,0.17,4.7,13.6,9.0,12.7,5.1,2.6,12.1,14.4,0.4,0.6,0.9,0.146,0.0,5.1,5.0,0.6,,154,11550000.0,,,,,,11550000.0,thybuma01,16.26219599493208
Tyler Kolek,23.0,NYK,PG,41.0,0.0,296.0,10.3,0.453,0.573,0.207,3.1,7.3,5.2,29.5,2.0,1.3,16.7,15.8,0.1,0.3,0.4,0.058,-2.6,-0.3,-2.8,-0.1,,418,2191897.0,2296271.0,2486995.0,,,,4488168.0,kolekty01,14.600277936894928
Mitchell Robinson,26.0,NYK,C,17.0,3.0,290.0,20.4,0.676,0.0,0.339,20.8,19.2,20.0,5.9,2.7,5.8,13.4,11.1,0.8,0.5,1.3,0.221,1.5,1.8,3.3,0.4,,141,12954546.0,,,,,,12954546.0,robinmi01,16.37695732697987
Dru Smith,27.0,MIA,SG,14.0,1.0,268.0,13.3,0.656,0.492,0.197,5.0,9.8,7.4,12.0,3.9,2.1,20.4,13.8,0.2,0.4,0.7,0.118,-1.3,3.4,2.1,0.3,,347,2378870.0,2584539.0,2934742.0,,,,2378870.0,smithdr01,14.68213614298327
Cam Spencer,24.0,MEM,SG,25.0,1.0,252.0,14.2,0.587,0.634,0.232,5.1,7.5,6.3,16.9,1.7,0.4,6.2,15.4,0.6,0.2,0.8,0.16,0.3,0.2,0.5,0.2,,342,2537989.0,2411090.0,2616754.0,2830685.0,,,7565833.0,spencca01,14.746882593125722
Pat Spencer,28.0,GSW,PG,39.0,0.0,250.0,12.6,0.455,0.218,0.149,6.3,13.7,9.9,28.1,2.7,1.1,14.3,21.2,-0.1,0.4,0.3,0.055,-3.0,1.4,-1.6,0.0,,461,857804.0,,,,,,857804.0,spencpa01,13.662130914145674
Dariq Whitehead,20.0,BRK,SF,20.0,0.0,246.0,9.4,0.58,0.771,0.052,1.8,12.1,6.7,7.8,1.2,0.4,13.3,20.1,-0.1,0.1,0.1,0.01,-1.5,-2.2,-3.7,-0.1,,310,3262560.0,,,,,,3262560.0,whiteda01,14.998022721248574
Garrett Temple,38.0,TOR,SG,28.0,0.0,227.0,8.5,0.406,0.467,0.2,4.2,9.7,6.8,17.4,3.6,0.8,13.3,13.9,-0.1,0.3,0.2,0.033,-5.7,2.1,-3.6,-0.1,,364,2296274.0,,,,,,2296274.0,templga01,14.646798367280478
Ariel Hukporti,22.0,NYK,C,25.0,1.0,217.0,7.6,0.654,0.0,0.419,7.5,19.4,13.5,6.4,0.2,6.4,36.4,11.6,-0.2,0.3,0.1,0.02,-6.5,0.9,-5.6,-0.2,,429,1955377.0,,,,,,1955377.0,hukpoar01,14.486093571685258
Bronny James,20.0,LAL,SG,27.0,1.0,181.0,7.1,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-0.3,0.2,-0.2,-0.043,-5.9,-1.3,-7.2,-0.2,,434,1955377.0,2296271.0,2486995.0,,,,1955377.0,jamesbr02,14.486093571685258
Spencer Jones,23.0,DEN,SF,20.0,0.0,125.0,4.5,0.368,0.5,0.088,7.4,7.5,7.5,4.7,1.9,3.6,12.4,13.7,-0.2,0.1,-0.1,-0.031,-7.7,-0.8,-8.5,-0.2,,476,623967.0,,,,,,623967.0,jonessp01,13.34385276133774
Tyler Smith,20.0,MIL,PF,23.0,0.0,122.0,15.2,0.626,0.6,0.16,5.6,16.3,11.1,4.9,1.2,3.1,13.0,22.1,0.1,0.1,0.2,0.083,0.4,-1.2,-0.9,0.0,,431,1955377.0,,,,,,1955377.0,smithty02,14.486093571685258
Joe Ingles,37.0,MIN,SF,19.0,1.0,114.0,2.4,0.326,0.652,0.0,2.0,8.6,5.4,25.4,0.9,0.0,28.1,12.2,-0.2,0.1,-0.1,-0.035,-6.9,-0.1,-7.0,-0.1,,380,2296274.0,,,,,,2296274.0,inglejo01,14.646798367280478
Tony Bradley,27.0,IND,C,14.0,0.0,113.0,23.2,0.64,0.067,0.133,17.9,23.5,20.7,8.3,0.9,7.2,9.5,20.1,0.3,0.2,0.4,0.187,1.5,-0.3,1.2,0.1,,323,3204816.0,,,,,,3204816.0,bradlto01,14.98016523639246
Tony Bradley,27.0,IND,C,14.0,0.0,113.0,23.2,0.64,0.067,0.133,17.9,23.5,20.7,8.3,0.9,7.2,9.5,20.1,0.3,0.2,0.4,0.187,1.5,-0.3,1.2,0.1,,489,3204816.0,,,,,,3204816.0,bradlto01,14.98016523639246
Tony Bradley,27.0,IND,C,14.0,0.0,113.0,23.2,0.64,0.067,0.133,17.9,23.5,20.7,8.3,0.9,7.2,9.5,20.1,0.3,0.2,0.4,0.187,1.5,-0.3,1.2,0.1,,490,3204816.0,,,,,,3204816.0,bradlto01,14.98016523639246
Pacôme Dadiet,19.0,NYK,SG,18.0,0.0,111.0,6.3,0.446,0.613,0.194,3.1,15.4,9.3,5.6,1.3,1.7,10.6,14.7,-0.1,0.1,0.0,0.002,-4.9,-1.5,-6.5,-0.1,,326,2847600.0,2983680.0,5373608.0,,,,5831280.0,dadiepa01,14.861987092211855
Keshad Johnson,23.0,MIA,SF,16.0,0.0,98.0,19.1,0.718,0.269,0.346,6.8,24.6,15.8,6.3,2.5,3.9,11.8,15.4,0.2,0.2,0.4,0.181,-1.0,0.9,-0.1,0.0,,432,1955377.0,,,,,,1955377.0,johnske10,14.486093571685258
JD Davison,22.0,BOS,PG,16.0,0.0,93.0,6.5,0.445,0.529,0.206,2.3,12.8,7.6,19.1,2.7,1.0,26.0,23.6,-0.3,0.1,-0.2,-0.081,-5.9,-0.3,-6.2,-0.1,,398,2270735.0,,,,,,2270735.0,davisjd01,14.635614125595643
Cam Christie,19.0,LAC,SG,13.0,0.0,59.0,9.1,0.349,0.542,0.167,5.8,17.0,11.5,13.7,4.2,1.7,7.2,20.5,-0.1,0.1,0.0,-0.005,-5.5,3.0,-2.5,0.0,,435,1955377.0,2296271.0,2486995.0,,,,1955377.0,chrisca02,14.486093571685258
